city,timestamp,temperature_2m,apparent_temperature,precipitation,wind_gusts_10m,pm2_5,us_aqi,european_aqi
Bengaluru,2026-03-05T10:00,28.4,28.1,0.0,25.2,24.2,86,63
Bengaluru,2026-03-05T11:00,29.4,29.8,0.0,31.0,25.2,86,67
Bengaluru,2026-03-05T12:00,31.0,31.7,0.0,30.6,25.0,86,69
Bengaluru,2026-03-05T13:00,32.1,32.6,0.0,31.7,24.3,86,69
Bengaluru,2026-03-05T14:00,32.7,32.3,0.0,33.1,23.6,86,68
Bengaluru,2026-03-05T15:00,32.8,31.2,0.0,33.1,22.9,103,68
Bengaluru,2026-03-05T16:00,32.3,29.4,0.0,33.1,22.4,125,67
Bengaluru,2026-03-05T17:00,31.5,28.4,0.0,31.7,20.8,143,66
Bengaluru,2026-03-05T18:00,30.1,27.4,0.0,30.6,27.5,153,63
Bengaluru,2026-03-05T19:00,29.2,27.0,0.0,21.2,37.7,151,62
Bengaluru,2026-03-05T20:00,28.1,25.8,0.0,14.0,44.5,131,62
Bengaluru,2026-03-05T21:00,26.4,24.4,0.0,14.0,47.0,101,63
Bengaluru,2026-03-05T22:00,25.4,23.2,0.0,13.3,46.1,86,63
Bengaluru,2026-03-05T23:00,24.3,22.4,0.0,15.1,43.8,88,64
Bengaluru,2026-03-06T00:00,23.2,21.9,0.0,13.3,40.4,89,64
Bengaluru,2026-03-06T01:00,22.5,21.4,0.0,12.2,39.2,90,65
Bengaluru,2026-03-06T02:00,22.0,21.0,0.0,16.6,39.3,92,65
Bengaluru,2026-03-06T03:00,21.8,20.9,0.0,15.8,40.3,93,66
Bengaluru,2026-03-06T04:00,21.6,20.7,0.0,14.4,42.0,94,66
Bengaluru,2026-03-06T05:00,20.9,20.2,0.0,14.4,39.9,95,67
Bengaluru,2026-03-06T06:00,20.2,19.8,0.0,16.6,41.6,96,67
Bengaluru,2026-03-06T07:00,21.1,20.7,0.0,13.0,48.7,97,67
Bengaluru,2026-03-06T08:00,23.8,23.5,0.0,17.6,37.5,97,67
Bengaluru,2026-03-06T09:00,26.5,26.1,0.0,21.6,34.3,98,68
Bengaluru,2026-03-06T10:00,29.0,30.0,0.0,21.6,33.8,99,68
Bengaluru,2026-03-06T11:00,30.3,31.1,0.0,20.5,31.5,100,71
Bengaluru,2026-03-06T12:00,32.2,32.8,0.0,27.7,30.5,100,73
Bengaluru,2026-03-06T13:00,33.0,33.5,0.0,29.2,30.3,101,74
Bengaluru,2026-03-06T14:00,33.5,33.4,0.0,29.2,29.6,109,75
Bengaluru,2026-03-06T15:00,33.5,32.4,0.0,28.1,29.0,135,75
Bengaluru,2026-03-06T16:00,33.0,30.5,0.0,28.1,28.2,160,75
Bengaluru,2026-03-06T17:00,32.2,29.4,0.0,28.4,28.2,179,69
Bengaluru,2026-03-06T18:00,30.9,28.2,0.0,27.0,36.7,189,70
Bengaluru,2026-03-06T19:00,29.5,27.4,0.0,21.6,46.8,186,70
Bengaluru,2026-03-06T20:00,28.5,26.9,0.0,19.1,50.4,169,70
Bengaluru,2026-03-06T21:00,27.0,25.5,0.0,10.8,45.2,141,71
Bengaluru,2026-03-06T22:00,26.4,24.4,0.0,9.4,41.9,106,70
Bengaluru,2026-03-06T23:00,25.5,23.2,0.0,10.1,40.5,106,70
Bengaluru,2026-03-07T00:00,23.8,23.2,0.0,19.1,38.9,106,70
Bengaluru,2026-03-07T01:00,22.9,22.2,0.0,22.0,38.8,105,70
Bengaluru,2026-03-07T02:00,22.5,22.1,0.0,21.2,39.8,105,70
Bengaluru,2026-03-07T03:00,22.0,21.4,0.0,20.5,43.8,105,70
Bengaluru,2026-03-07T04:00,21.4,20.7,0.0,20.5,47.6,106,70
Bengaluru,2026-03-07T05:00,19.9,21.4,0.0,19.1,50.2,106,70
Bengaluru,2026-03-07T06:00,19.6,21.9,0.0,22.3,51.6,107,71
Bengaluru,2026-03-07T07:00,19.8,22.2,0.0,19.8,58.0,109,71
